c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
1368,Customer#000001368,XbuhA26iefsmJMKoT93Gg2S,15,25-801-622-7438,6376.18,BUILDING," the even, even instructions. fluffily special foxes wake furiously pending accounts. carefully ironic dugout"
1369,Customer#000001369,"A37vct6,QYRGWdHWfVPZRfIH",10,20-232-617-7418,498.77,AUTOMOBILE,"heodolites need to are; blithely regular excuses use final, unusual requests. iron"
1370,Customer#000001370,5dTCDpKOo01fyWNpWorLU8oKDk48HM86B,18,28-575-379-5893,9802.04,BUILDING,y regular dependencies. ironic theodol
1371,Customer#000001371,k06Xe9BZc7gkiax5Y,7,17-492-673-8157,4943.58,BUILDING,"ts. final dependencies wake express, special somas. blithely regular platelets sleep doggedly above the "
1372,Customer#000001372,5I4aGUntpyj0JLb0pi1,23,33-563-510-6488,1796.09,HOUSEHOLD,"ent accounts about the final, regular foxes thrash around "
1373,Customer#000001373,MqLEqRO7FbP,13,23-959-476-7310,909.84,FURNITURE,lar packages. slyly bold ideas boost quickl
1374,Customer#000001374,x9byM2yOt5,19,29-869-316-1166,-411.43,AUTOMOBILE,symptotes boost within the slyly final packages. regular platelets thrash after the foxes. furiously bold de
1375,Customer#000001375,GBgJ4UKragU2ZXzvgF9wa2iT8jyP7PPpuQM,14,24-620-497-1489,2011.11,BUILDING,"deposits. ironic, final packages boost furiously deposits. express plat"
1376,Customer#000001376,"6xzJnEyaM2F2f7YZw4,RAFKVH0Vp",12,22-972-150-2900,6761.52,HOUSEHOLD,out the boldly ruthless foxes. ironic requests above the fluffily final deposits cajole 
1377,Customer#000001377,cTQ6gFWTJPNZWD528 v1,17,27-398-963-9520,8839.15,MACHINERY,eep blithely carefully regular forges. slyly ironic packages use furiously regular packages. carefull
1378,Customer#000001378,"tn6f1d3Ug klUQf,qeziL,iwwXo s",17,27-806-173-2824,2675.73,HOUSEHOLD,the slyly unusual theodolites sleep quickly carefully final accounts. furiously special excuses eat quickly dep
1379,Customer#000001379,AA28ppetvehDLOBZnvCy6Ai,6,16-695-982-9623,1008.26,MACHINERY,the blithely regular packages. fu
1380,Customer#000001380,R0ArLh82lqou9y9b48BBcS2gB,17,27-641-565-1036,3723.53,HOUSEHOLD, requests wake above the ruthless packages. quic
1381,Customer#000001381,kAgLl7nUiPStCleWOiKevH3QAOhqtg9dVvrdN,22,32-418-900-6494,367.82,BUILDING,posits sleep carefully around the slyly e
1382,Customer#000001382,yI7eKBs7bArbCgawPDw,10,20-962-576-3853,8898.67,AUTOMOBILE,ns use. blithely regular accounts are furiously. even ideas sleep furiou
1383,Customer#000001383,Q8fy z qQqHtRk1ygJFaBBSpp,15,25-267-778-1591,2092.61,AUTOMOBILE,ending requests. special requests against the carefully unusual accounts are about the fi
1384,Customer#000001384,QaiVJR7tUbkeSetayg8Fx6WIur6K,8,18-788-299-9227,1534.38,HOUSEHOLD,"ructions sleep along the regular asymptotes-- pending, ironic theodolites according to the unusual escapades "
1385,Customer#000001385,XHqyv 4ii7csJ7ivTHPFKHBRQrsMHmlDx,3,13-693-138-5884,2326.75,BUILDING,inal dependencies poach slyly along the slyly final
1386,Customer#000001386,yptkVnCtPiWNddft6VxnXpQ,11,21-450-191-9064,9643.87,BUILDING,"excuses sleep. fluffily unusual asymptotes wake. final, regular foxes sleep. slyly "
1387,Customer#000001387,laJqspetgIoCMFX,19,29-444-890-8990,8541.87,BUILDING,"ing to the special deposits cajole according to the final, even requests. express pinto beans wake. idly fi"
1388,Customer#000001388,5QgNK5m xT0KzfSEtfMmHDMjtfVRfPDCVsL5w,13,23-185-747-9502,291.44,FURNITURE, instructions sleep blithely furiously final foxes. regular theodolites haggle quick
1389,Customer#000001389,d9L0ibt3z3iZzwFb0V6,19,29-865-304-6982,1111.02,FURNITURE,"thely. carefully sly theodolites wake quickly pains. busily regular deposits dazzle carefully regular, fi"
1390,Customer#000001390,MaE09EvcW7zrbeajp,11,21-978-977-8988,3931.31,HOUSEHOLD,"nt packages. silent, bold accounts along the "
1391,Customer#000001391,UeAdVulIH4V2xQTg56UIUaeHHJthYg81mQa,23,33-558-545-3053,5510.28,FURNITURE," regular, regular requests. ideas are regular dependencies. foxes among the closely close accounts affix around the"
1392,Customer#000001392,J3EdCNTipKIO,22,32-561-640-4912,249.82,HOUSEHOLD,ow pinto beans! unusual packages doubt 
1393,Customer#000001393,t5BVjQJ C0S 7vo3tzZj7G,24,34-953-819-7858,5672.05,FURNITURE,"ts within the ironic accounts detect quickly fluffily bold packages? regular, blithe ideas"
1394,Customer#000001394,NmSvwsF22gg3p,3,13-580-581-6470,2233.10,MACHINERY,nic deposits cajole carefully furiously silent requests. carefully pending asymptotes cajole furiously unusual plat
1395,Customer#000001395,4hCuI3iQp2Lmm,23,33-291-909-3901,8733.39,MACHINERY,"carefully even forges. special, ironic deposits dazzle blithely slyly caref"
1396,Customer#000001396,fWNjxu yylMMp ,3,13-523-516-9742,7149.43,BUILDING," carefully. instructions are blithely. special, unusual deposits caj"
1397,Customer#000001397,",PGrgqMEim gJnX6t3QUj9furXkjrx",8,18-294-992-6523,5466.83,AUTOMOBILE,le carefully. furiously ironic sentiments are carefully above the furiously ironic excuses. theodolit
1398,Customer#000001398,hZ aAVMuOX5O5oOLiHqW9QMAuzgY0jlZ,8,18-377-181-4654,7004.90,HOUSEHOLD, pending waters cajole pending excuses. furiously r
1399,Customer#000001399,mcx20NDNqlI,0,10-775-919-7154,7352.14,AUTOMOBILE,s sleep slyly around the stealthily special accounts. quickly regular pac
1400,Customer#000001400,qxCx9H9ThrM,0,10-217-180-5310,2432.73,BUILDING,"even deposits affix special, unusual accounts. bold, even d"
1401,Customer#000001401,pWwFpTmdIG6EQeIt3XDjYsKNzV,9,19-339-404-7859,8908.63,BUILDING,hogs. slyly even packages nag slyly caref
1402,Customer#000001402,"mTrE,ivIoqqEPhfcaBohZ",6,16-713-144-2780,4396.25,AUTOMOBILE,"y bold accounts. silent instructions snooze. even, silent requests haggle. slyly "
1403,Customer#000001403,"1AFS,XKyeOYxu7Lc0FyWu9p4a",12,22-458-624-2509,9782.34,HOUSEHOLD,ly ideas. instructions about the fo
1404,Customer#000001404,CicVIYtHMcooJkekC5w 40oyBOH,12,22-320-701-5582,3828.46,MACHINERY,s. finally regular ideas according to the carefully final theodolites doze carefully acco
1405,Customer#000001405,JRGJzlOKZTH4iWAWfg7OPS6XQmCHLW0Y,16,26-285-488-6682,3987.39,BUILDING,"ar dependencies haggle after the even, final pl"
1406,Customer#000001406,"LZu8W DN,LtFW90iEbjLns9n",5,15-767-155-6419,2023.59,HOUSEHOLD,refully unusual accounts. fluffily ironic accounts detect. thi
1407,Customer#000001407,t1z71YDiZ lV3,14,24-529-300-1554,7424.99,BUILDING,uests lose furiously carefully blithe packages. slyly ironic do
1408,Customer#000001408,"eeiPXCZnt611W3cm68,p1",11,21-901-381-6344,5920.09,HOUSEHOLD, furiously special warhorses haggle. quickly regular excuses after the slyly even packages c
1409,Customer#000001409,IsLQoHz46dGi,11,21-667-401-3780,1959.17,MACHINERY,", express packages nag always pending instructions. slyly bold accounts"
1410,Customer#000001410,um6F NJUEGlEKS8jvg1CD6chWZGx1vrByQ9Xjqh,22,32-358-270-1819,2716.95,HOUSEHOLD," sleep blithely special pinto beans. regular, regular foxes use silently. furiously silent instructions boost. d"
1411,Customer#000001411,XIf5gz8EyhC6,21,31-898-640-7625,772.14,AUTOMOBILE, ironic instructions. final packages wake blithely carefully pending deposits. special requests must have
1412,Customer#000001412,LLziU56rITH2tBw0SKkiB6l 6DNRxJQ,10,20-715-510-2804,6368.38,BUILDING,ing foxes. even requests integrate furiously even braids. regular packages will play silent deposits. 
1413,Customer#000001413,S2JrOlBPoPA31tyeLj0Nrmv3,15,25-624-816-9010,1387.83,AUTOMOBILE,ic tithes nod slyly along the unusual packages-- quickly special ideas run furiously requests. f
1414,Customer#000001414,"ZrjpCB7n,AptegyPpb5jQdDQ",20,30-323-797-7514,3136.15,BUILDING," cajole carefully. even, ironic real"
1415,Customer#000001415,"v0Js67q1RvUDNGzgtj,0MmBeL7",21,31-295-601-1598,6252.12,BUILDING,"courts. ironic, special pinto beans run furiously a"
1416,Customer#000001416,Dwc1OmkfXZyuEqYJLi2xO3Ucxwdns0q,7,17-306-898-9363,5348.40,MACHINERY,"totes boost slyly across the slyly even asymptotes. final, even packages wake b"
1417,Customer#000001417,",pn6SrwFHDgEGe",1,11-242-612-1339,7543.01,FURNITURE,dolites affix furiously across the furiously stealthy a
1418,Customer#000001418,9VxpynrJnukOjxDDvbn3h8ubXPzelDK2y,17,27-773-818-3164,9359.01,AUTOMOBILE,ously. furiously ironic asymptotes wake about the slyly even deposits. slyly ironic foxes cajole sl
1419,Customer#000001419,"ieWd5ZBAWb ,uhday6yFFaSxxowgu",4,14-533-796-5446,5912.72,FURNITURE,e blithely regular dependencies. carefully special requests eat. slyly even platelets are special packages. slyly ex
1420,Customer#000001420,FHG96dmsNo5BdNBCVbgcdPeEJCxLMdlDcZ5mNPBg,9,19-433-305-7356,-932.09,AUTOMOBILE,"lly ironic courts. furiously regular theodolites boost carefully. bold, "
1421,Customer#000001421,buRy1StIeC,12,22-139-990-1907,7292.93,MACHINERY,excuses about the carefully pending deposits ha
1422,Customer#000001422,"Fs3vWXmu2oTnqNMhpQGI5t,ii",17,27-270-833-4320,8389.50,MACHINERY,fully unusual accounts. furiously ironic dependencies ca
1423,Customer#000001423,"SpOoHTofzAuFgu9I,0FE",21,31-624-875-9135,2411.69,FURNITURE,"odolites. blithely final platelets wake. blithely ironic realms cajole blithely. bold, ironic packages boost blithe"
1424,Customer#000001424,sXazbLP5f1,22,32-542-134-6212,7207.70,FURNITURE,carefully quickly ironic ideas. blithely unusual foxes alongside of the inst
1425,Customer#000001425,jY6p1rbbNDrRClghh7kuR8a1PWasds89WwdVNrb,1,11-697-824-4418,5814.72,FURNITURE,sual packages above the accounts cajole with the carefully regular theodolites. quickly ironic packages sleep
1426,Customer#000001426,"OZ7tsL0,q hbxpFESonj1rZ3zyGEYD45F",15,25-629-292-9022,1965.38,HOUSEHOLD,osits sleep slyly. fluffily ironic accoun
1427,Customer#000001427,"OnzEIJK,7WDlgQLSyylMKZMyfx8iORR5ZulZj",11,21-941-208-2485,8136.53,AUTOMOBILE,e! quickly even grouches over the bold accounts wake final dependencies. furiously unusual 
1428,Customer#000001428,"Y8N4IYFgb3H,,6280Jf",15,25-859-663-3690,7703.84,FURNITURE,thely final deposits detect carefully carefully pending deposit
1429,Customer#000001429,hVzinsUskbA2NLCrn6AWHINFbLlX,3,13-119-903-3814,6444.82,AUTOMOBILE,y pending pinto beans cajole furiously. permanently ironic packages among the blithely even ideas
1430,Customer#000001430,FwrRennvNSubMaHUd,0,10-209-317-6929,-920.40,BUILDING,jole furiously at the furiously sly instructions!
1431,Customer#000001431,"GXfeYOY7ZDsOTtiXzcLBnPPNVX,AcUVqWeqaG",13,23-640-395-7009,5805.81,AUTOMOBILE,eas detect about the furiously ironic dep
1432,Customer#000001432,1BPaeZLIUWZCqxMG,21,31-831-635-9758,6314.25,MACHINERY,! requests mold ironic courts. ironic foxes wake furiously after the carefully even packages. f
1433,Customer#000001433,"LgTnTVwTS6sI9qY3iYGuNgfFEXf1ej,X0",17,27-558-375-8169,4605.87,BUILDING,s. ironic requests use furiously blithely express co
1434,Customer#000001434,"6ZV7arJ8fBU2oXgOHxev95XOvL,FB",18,28-749-743-6583,1851.63,MACHINERY,y silent pinto beans use slyly slyly bold ideas. b
1435,Customer#000001435," ,LAuH55Af59rriRAIPvwcL",20,30-309-437-9265,-729.09,AUTOMOBILE,"le furiously along the blithely regular instructions. regular theodolites sleep across the regular,"
1436,Customer#000001436,"H5VE,IGKlmzC0",10,20-918-593-1860,9158.91,MACHINERY,"lphins sleep ironic, final accounts. furiously regular courts are slyly slyly regular packag"
1437,Customer#000001437,oHjK7wyFsoFOaC,17,27-805-486-5768,8839.32,BUILDING,"bold deposits are against the final, final requests. furiously unusual dependencies wa"
1438,Customer#000001438,"lsrqMuSKsjviiuyChQk,GqANSZ7",17,27-688-787-7928,5436.81,FURNITURE,press dolphins. furiously ironic requests cajole along the furiously ironic hockey players. acc
1439,Customer#000001439,jkkgW93w7VJCqM7ZLP52oMEz78AAJzbxU,21,31-433-694-1822,8487.60,AUTOMOBILE,ross the furiously regular multipliers. slyly bold instructions are carefully carefully express orbits. carefully ir
1440,Customer#000001440,HXf3pdVah lRW7plTTQNqZjHAbGFMnu6LYO,7,17-619-730-9883,1236.36,BUILDING,arefully. pinto beans cajole. decoys kindle furiously. requests detect furiously carefully final theodoli
1441,Customer#000001441,"y,221QWUv0CvgCVkRwsrOUpRshWpcjKkrHu",23,33-681-334-4499,9465.15,BUILDING,ccounts are furiously above the slyly even foxes. furiously even requests hagg
1442,Customer#000001442,ZL7aB4TdYGCXZ6,16,26-677-746-7145,7917.90,MACHINERY, packages. instructions haggle. regular multipliers cajole acco
1443,Customer#000001443,Bypb8fYdwEi3dMbq7rqBYeU6Aj17wQm,10,20-959-383-4792,7141.87,HOUSEHOLD,nstructions about the ironic instructions eat carefully final accounts! p
1444,Customer#000001444,T4OztMa6VzxjREI5w2P88jR,7,17-107-228-8125,-501.37,HOUSEHOLD,"platelets. bold, final deposits wake blithely. furiously regula"
1445,Customer#000001445,WtTKyfTVlcM78pgvRKzRPReGAiy,21,31-151-251-1931,8367.94,HOUSEHOLD,iously pending deposits boost quickly 
1446,Customer#000001446,CRWm54a40aYPJ3nuJkZkCRUPVtPQ4,23,33-873-120-5388,2981.48,BUILDING,ely final foxes. final excuses haggle 
1447,Customer#000001447,CjGtdH5InHR0N15eKWPmnPIOBDji5n2wyaIT9bF,17,27-452-251-2941,2718.02,BUILDING,s. blithely ironic ideas cajole. furiously express multipliers hagg
1448,Customer#000001448,RWVanshVVPDXVsqXA9Xw,24,34-969-612-1458,7756.35,AUTOMOBILE, wake decoys. fluffily regular pinto beans cajole after the furiously express accounts. furiously express asym
1449,Customer#000001449,GdlOsBlX7HG8cRpycXHA420P,22,32-827-813-3340,9051.75,BUILDING,en ideas? furiously unusual dependencies use furiously quickly regular dependenc
1450,Customer#000001450,tTbFrJ3pmzzIwedM,3,13-443-688-6724,857.70,MACHINERY,"al deposits. final, final accounts would are carefully. quickly even instructions boost slyly fluffily sly foxes. bu"
1451,Customer#000001451,3yURE0rvZf51JIzkhufWJkmmsvUt0MKzBGM ,2,12-590-121-9328,3274.30,FURNITURE,uickly. blithely pending ideas haggle furiously across the b
1452,Customer#000001452,WZEJjrwbj1roMNj3356Vk3CnibypgR1BuxcjFh,7,17-581-575-4538,7086.97,FURNITURE,leep slyly. carefully bold sheaves i
1453,Customer#000001453,m7L4G5ZrSH6KciiaRzeEZjBCJJx9ZwZYTS,0,10-852-397-3642,662.67,BUILDING,ckages. dependencies detect finally ironic s
1454,Customer#000001454,svvbJ7kXVbJi5QzySS09xnq,24,34-478-555-5955,3366.61,FURNITURE,"accounts wake express, final accounts. asymptotes detect "
1455,Customer#000001455,"f nd,PwJCf2rIC9g1o9rKbO2W5wifsZ",3,13-839-360-1866,7591.90,MACHINERY,ructions. carefully bold escapades use daring
1456,Customer#000001456,tgnpVNFAFqbC6aB,13,23-171-834-8997,6123.69,AUTOMOBILE,y blithely special instructions. furiously final asymptotes boost care
1457,Customer#000001457,"BEByM6zTjR5H9CvUlnxySQTTCmg9nc4uA,hFk",23,33-660-953-7656,2873.49,BUILDING, regular deposits cajole final accounts. slyly special accounts across the slyly iro
1458,Customer#000001458,xzkIL2jXLdLhHFKmUHhPFG8AkP,3,13-392-503-9207,2716.80,AUTOMOBILE,ng to the quick packages. bold ideas are carefully packages. quickly
1459,Customer#000001459,ZzbvHmdmlLSNdWQt,11,21-424-586-6295,9270.88,AUTOMOBILE,"ests sleep. slyly regular packages integrate furiously: furiously ironic ideas nod at the ironic, e"
1460,Customer#000001460,rmKp1lfExeBMTkAKZ,20,30-151-388-7118,9680.51,BUILDING,blithely. furiously bold foxes cajole slyly about the express instructions. pending theodolites are careful
1461,Customer#000001461,"feE7VG,sqIGloPY2eAz6FX73Faj",3,13-393-444-1533,8460.48,AUTOMOBILE,"blithely regular accounts sleep carefully special accounts. final, regular requests cajole. unusual requests wak"
1462,Customer#000001462,"QRmN0VpogDWwXTA,",17,27-153-195-4457,7305.88,FURNITURE,s. final ideas above the even pear
1463,Customer#000001463,"5nXcxaBh,d6HYAzG 7G6cEMhA6uV",7,17-980-394-5868,6039.64,MACHINERY,slyly final asymptotes would serve furiously alongside of the quickly final 
1464,Customer#000001464,WGcqLhRzUKDc1QPL8sdfLn0oigCv9uBoYcfE5,14,24-133-117-1577,9306.20,AUTOMOBILE,"ers hinder blithely. quickly ironic theodolites sleep fluffily regular, speci"
1465,Customer#000001465,"zn9Q7pT6KlQp3T5mUO533aq,",8,18-807-487-1074,9365.93,FURNITURE,ress ideas cajole. slyly unusual theodolites cajole thin foxes. account
1466,Customer#000001466,"mNEXx3Q 1,8DDJRa",17,27-360-496-5041,1268.69,FURNITURE,sly special requests poach idly. slyly pending accounts cajole. blithely express
1467,Customer#000001467,lm0HaJVCfFHsJWHj6OyTArXoVl,24,34-941-824-8063,2857.19,FURNITURE,"l instructions. pending deposits sleep carefully according to the ironic, special foxes. even deposits wak"
1468,Customer#000001468,rbmNZ zlunpRLJvDzuuMb6xFVnJvpOt3,12,22-901-280-1023,3826.52,BUILDING,ly. quickly regular deposits sle
1469,Customer#000001469,uf4SAgwYVvyezIPaN0ZAiMR,7,17-961-583-4658,4329.98,FURNITURE,nal packages! carefully final accounts cajole along the closely ironic accounts. fur
1470,Customer#000001470,TxL1u2ViKvl 6eYp4Lu2D9jxpJr5HSA2,17,27-350-836-5521,7033.49,HOUSEHOLD,ffily slow foxes sleep blithely. carefully final theodolites shall have to sleep carefully above th
1471,Customer#000001471,GP9b0z8C0Mb7U noddipv,5,15-230-827-4758,3872.86,AUTOMOBILE,ts. slyly regular packages use above the pending packages. unusual sentiments wake alongside of the slyly 
1472,Customer#000001472,smQtuSkqAHimv kuZm VsLLdygf,5,15-464-411-8342,2168.61,MACHINERY,requests cajole furiously about the quickly express pinto beans. slyly final courts sleep across the ironic
1473,Customer#000001473,7bGcdlRNtW62tkdikjk,0,10-891-555-7734,2796.93,MACHINERY,refully. regular theodolites run thinly. blithely daring ideas haggle about the fluffily final p
1474,Customer#000001474,hpSXoRQeSnaHwqEneKZLw,16,26-609-226-4269,2961.79,HOUSEHOLD,ly special pinto beans. silently silent ideas boost furiously slyly express waters. fina
1475,Customer#000001475,Xy6LW9Q27l6YjTHJ,0,10-932-794-2009,1820.28,BUILDING,al asymptotes. blithely bold packages nag across the bold excuses. furiously final ideas according to 
1476,Customer#000001476,EzbDMO9ZNJ5g0,16,26-621-638-1459,409.72,BUILDING,ly final accounts. quickly even accounts impress above the express ac
1477,Customer#000001477,E67UGlm TyFKBhQcKLly42,6,16-407-756-8079,9103.33,MACHINERY,essly among the furiously even excuses? fluffily regular escapades haggle blithely above th
1478,Customer#000001478,"vTjnwinnB9YeA1VxKYoQELaZJm,HW",7,17-420-484-5959,9701.54,AUTOMOBILE,nal instructions. quickly regular excuses haggle after the sl
1479,Customer#000001479,"hn1eeye584bbGkBD76m,lrZw3kNXE8XO0q0Hl9",16,26-203-849-3685,9793.29,BUILDING,re fluffily. packages cajole sometimes about the ironic foxes. express theodolites cajole? even foxes cajole
1480,Customer#000001480,ksHJUW13pl9sLF IaKmoH BXVLnJQ0Z,7,17-573-775-8796,876.02,HOUSEHOLD,kly of the furiously express packages-- blithely quick packages according to the care
1481,Customer#000001481,"6BT6E,5tTee5hwbsVOA6AsSzOlyOQfipXLVQ1n4",12,22-674-694-9039,3204.67,AUTOMOBILE,"fully pending warhorses haggle slyly silent, unusual Tiresias. permanently regular"
